Name,Gender,Date,CurrentLoseStreak,CurrentWinStreak,Draws,AvgSigStrLanded,AvgSigStrPct,AvgSubAtt,AvgTDLanded,AvgTDPct,LongestWinStreak,Losses,TotalRoundsFought,TotalTitleBouts,WinsByDecisionMajority,WinsByDecisionSplit,WinsByDecisionUnanimous,WinsByKO,WinsBySubmission,WinsByTKODoctorStoppage,Wins,Stance,HeightCms,ReachCms,WeightLbs,Age,MatchWCRank,WFlyweightRank,WFeatherweightRank,WStrawweightRank,WBantamweightRank,HeavyweightRank,LightHeavyweightRank,MiddleweightRank,WelterweightRank,LightweightRank,FeatherweightRank,BantamweightRank,FlyweightRank,PFPRank
Al Iaquinta,MALE,2018-12-15,1,0,0,47.8182,0.442,0.2727,0.7273,0.235,5,3,28,2,0,1,3,4,0,0,8,Orthodox,177.8,177.8,155,31,8.0,,,,,,,,,8.0,,,,
Al Iaquinta,MALE,2019-05-04,0,1,0,53.0833,0.445,0.25,0.6667,0.215,5,3,33,2,0,1,4,4,0,0,9,Orthodox,177.8,177.8,155,32,4.0,,,,,,,,,4.0,,,,
Al Iaquinta,MALE,2019-10-05,1,0,0,4.06,0.4,0.2,0.64,0.18,5,4,38,1,0,1,4,4,0,0,9,Orthodox,177.8,177.8,155,32,6.0,,,,,,,,,6.0,,,,
Al Iaquinta,MALE,2021-11-06,2,0,0,4.06,0.4,0.2,0.63,0.18,5,5,41,2,0,1,4,4,0,0,9,Orthodox,177.8,177.8,155,34,,,,,,,,,,,,,,
Alan Baudot,MALE,2020-10-10,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,190.5,205,30,,,,,,,,,,,,,,
Alan Baudot,MALE,2021-07-17,1,0,0,7.81,0.61,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,190.5,200.66,243,33,,,,,,,,,,,,,,
Alan Baudot,MALE,2022-02-19,1,0,0,5.36,0.58,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,190.5,200.66,243,34,,,,,,,,,,,,,,
Alan Baudot,MALE,2022-06-25,2,0,0,5.36,0.58,0.0,0.0,0.0,0,2,6,0,0,0,0,0,0,0,0,Orthodox,190.5,200.66,243,34,,,,,,,,,,,,,,
Alan Belcher,MALE,2010-05-08,0,1,0,26.5,0.384,0.4,0.3,0.164,2,4,21,0,0,1,0,2,2,1,6,Orthodox,187.96,185.42,185,26,,,,,,,,,,,,,,
Alan Belcher,MALE,2011-09-17,0,2,0,26.5455,0.396,0.4545,0.3636,0.24,2,4,23,0,0,1,0,2,3,1,7,Orthodox,187.96,185.42,185,27,,,,,,,,,,,,,,
Alan Belcher,MALE,2012-05-05,0,3,0,26.4167,0.417,0.4167,0.3333,0.22,3,4,24,0,0,1,0,3,3,1,8,Orthodox,187.96,185.42,185,28,,,,,,,,,,,,,,
Alan Belcher,MALE,2012-12-29,0,4,0,25.9231,0.426,0.4615,0.3077,0.203,4,4,25,0,0,1,0,4,3,1,9,Orthodox,187.96,185.42,185,28,,,,,,,,,,,,,,
Alan Belcher,MALE,2013-04-27,1,0,0,24.5,0.411,0.5714,0.2857,0.189,4,5,28,0,0,1,0,4,3,1,9,Orthodox,187.96,185.42,185,29,10.0,,,,,,,10.0,,,,,,
Alan Jouban,MALE,2014-08-16,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,170,32,,,,,,,,,,,,,,
Alan Jouban,MALE,2014-11-08,0,1,0,25.0,0.58,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Southpaw,182.88,185.42,170,32,,,,,,,,,,,,,,
Alan Jouban,MALE,2015-02-28,1,0,0,52.0,0.54,0.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,Southpaw,182.88,185.42,170,33,,,,,,,,,,,,,,
Alan Jouban,MALE,2015-07-15,0,1,0,38.6667,0.52,0.0,0.0,0.0,1,1,5,0,0,0,0,2,0,0,2,Southpaw,182.88,185.42,170,33,,,,,,,,,,,,,,
Alan Jouban,MALE,2015-10-03,0,2,0,41.75,0.513,0.0,0.25,0.25,2,1,8,0,0,0,1,2,0,0,3,Southpaw,182.88,185.42,170,33,,,,,,,,,,,,,,
Alan Jouban,MALE,2016-03-19,1,0,0,36.8,0.51,0.0,0.2,0.2,2,2,9,0,0,0,1,2,0,0,3,Southpaw,182.88,185.42,170,34,,,,,,,,,,,,,,
Alan Jouban,MALE,2016-07-07,0,1,0,36.0,0.558,0.0,0.1667,0.167,2,2,10,0,0,0,1,3,0,0,4,Southpaw,182.88,185.42,170,34,,,,,,,,,,,,,,
Alan Jouban,MALE,2016-12-17,0,2,0,43.1429,0.55,0.0,0.1429,0.143,2,2,13,0,0,0,2,3,0,0,5,Southpaw,182.88,185.42,170,35,,,,,,,,,,,,,,
Alan Jouban,MALE,2017-03-18,0,3,0,46.375,0.545,0.0,0.375,0.175,3,2,16,0,0,0,3,3,0,0,6,Southpaw,182.88,185.42,170,35,,,,,,,,,,,,,,
Alan Jouban,MALE,2017-08-05,1,0,0,43.1111,0.541,0.0,0.3333,0.156,3,3,18,0,0,0,3,3,0,0,6,Southpaw,182.88,185.42,170,35,,,,,,,,,,,,,,
Alan Jouban,MALE,2018-02-24,2,0,0,39.3,0.542,0.0,0.3,0.14,3,4,19,0,0,0,3,3,0,0,6,Southpaw,182.88,185.42,170,36,,,,,,,,,,,,,,
Alan Jouban,MALE,2019-04-13,0,1,0,42.8182,0.543,0.0,0.2727,0.127,3,4,21,0,0,0,3,4,0,0,7,Southpaw,182.88,185.42,170,37,,,,,,,,,,,,,,
Alan Jouban,MALE,2020-11-21,1,0,0,4.85,0.5,0.0,0.59,0.5,3,5,24,0,0,0,3,4,0,0,7,Southpaw,182.88,185.42,170,38,,,,,,,,,,,,,,
Alan Omer,MALE,2014-04-11,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,145,25,,,,,,,,,,,,,,
Alan Omer,MALE,2015-06-20,1,0,0,58.0,0.57,0.0,1.0,0.33,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,145,26,,,,,,,,,,,,,,
Alan Patrick,MALE,2013-10-09,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,180.34,187.96,155,30,,,,,,,,,,,,,,
Alan Patrick,MALE,2014-02-01,0,1,0,16.0,0.45,0.0,1.0,0.5,1,0,1,0,0,0,0,1,0,0,1,Southpaw,180.34,187.96,155,30,,,,,,,,,,,,,,
Alan Patrick,MALE,2015-06-20,0,2,0,28.0,0.37,0.0,1.5,0.34,2,0,4,0,0,0,1,1,0,0,2,Southpaw,180.34,187.96,155,31,,,,,,,,,,,,,,
Alan Patrick,MALE,2016-03-19,1,0,0,24.3333,0.393,0.0,1.0,0.227,2,1,6,0,0,0,1,1,0,0,2,Southpaw,180.34,187.96,155,32,,,,,,,,,,,,,,
Alan Patrick,MALE,2016-09-24,0,1,0,24.5,0.455,0.25,2.0,0.348,2,1,9,0,0,0,2,1,0,0,3,Southpaw,180.34,187.96,155,33,,,,,,,,,,,,,,
Alan Patrick,MALE,2018-02-03,0,2,0,21.0,0.48,0.4,2.6,0.402,2,1,12,0,0,0,3,1,0,0,4,Southpaw,180.34,187.96,155,34,,,,,,,,,,,,,,
Alan Patrick,MALE,2018-10-06,0,3,0,22.1667,0.503,0.3333,3.6667,0.435,3,1,15,0,0,0,4,1,0,0,5,Southpaw,180.34,187.96,155,35,,,,,,,,,,,,,,
Alan Patrick,MALE,2020-09-12,1,0,0,1.88,0.43,0.4,3.92,0.4,3,2,18,0,0,0,4,1,0,0,5,Southpaw,180.34,187.96,155,37,,,,,,,,,,,,,,
Alan Patrick,MALE,2022-05-14,2,0,0,1.82,0.4,0.3,3.01,0.33,3,3,23,0,0,0,4,1,0,0,5,Southpaw,180.34,187.96,155,38,,,,,,,,,,,,,,
Alatengheili,MALE,2022-04-16,1,0,1,2.64,0.32,0.0,1.99,0.45,2,1,12,0,0,1,1,0,0,0,2,Orthodox,165.1,167.64,135,30,,,,,,,,,,,,,,
Alatengheili,MALE,2022-09-10,0,1,1,2.64,0.32,0.0,1.99,0.45,2,1,13,0,0,1,1,1,0,0,3,Orthodox,165.1,167.64,135,30,,,,,,,,,,,,,,
Alatengheili,MALE,2023-10-14,0,2,1,2.64,0.32,0.0,1.99,0.45,2,1,16,0,0,1,2,1,0,0,4,Orthodox,165.1,167.64,135,31,,,,,,,,,,,,,,
Alatengheili,MALE,2024-05-18,1,0,1,2.64,0.32,0.0,1.99,0.45,2,2,19,0,0,1,2,1,0,0,4,Orthodox,165.1,167.64,135,32,,,,,,,,,,,,,,
Albert Cheng,MALE,2014-03-01,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,179.07,170,29,,,,,,,,,,,,,,
Albert Duraev,MALE,2021-10-30,0,1,0,2.99,0.4,0.6,1.97,0.29,1,0,1,0,0,0,0,0,1,0,1,Orthodox,180.34,190.5,185,32,,,,,,,,,,,,,,
Albert Duraev,MALE,2022-06-18,0,2,0,2.99,0.4,0.6,1.97,0.29,2,0,4,0,0,0,1,0,1,0,2,Orthodox,180.34,190.5,185,33,,,,,,,,,,,,,,
Albert Duraev,MALE,2023-03-25,1,0,0,2.99,0.4,0.6,1.97,0.29,2,1,6,0,0,0,1,0,1,0,2,Orthodox,180.34,190.5,185,34,,,,,,,,,,,,,,
Albert Duraev,MALE,2023-07-15,0,1,0,2.99,0.4,0.6,1.97,0.29,2,1,9,0,0,1,1,0,1,0,3,Orthodox,180.34,190.5,185,34,,,,,,,,,,,,,,
Albert Morales,MALE,2016-11-19,1,0,0,79.0,0.34,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,135,25,,,,,,,,,,,,,,
Albert Morales,MALE,2017-03-04,2,0,0,48.5,0.29,0.0,0.5,0.25,0,2,5,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,135,25,,,,,,,,,,,,,,
Albert Morales,MALE,2017-07-16,0,1,0,51.0,0.333,0.0,0.6667,0.277,1,2,8,0,0,1,0,0,0,0,1,Orthodox,175.26,182.88,135,26,,,,,,,,,,,,,,
Albert Morales,MALE,2017-12-09,1,0,0,45.25,0.31,0.0,0.5,0.208,1,3,11,0,0,1,0,0,0,0,1,Orthodox,175.26,182.88,135,26,,,,,,,,,,,,,,
Albert Morales,MALE,2018-02-24,2,0,0,51.8,0.326,0.0,0.4,0.166,1,4,14,0,0,1,0,0,0,0,1,Orthodox,175.26,182.88,135,26,,,,,,,,,,,,,,
Albert Tumenov,MALE,2014-02-15,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170,22,,,,,,,,,,,,,,
Albert Tumenov,MALE,2014-05-10,1,0,0,32.0,0.45,0.0,1.0,1.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170,22,,,,,,,,,,,,,,
Albert Tumenov,MALE,2014-10-04,0,1,0,19.0,0.365,0.0,0.5,0.5,1,1,4,0,0,0,0,1,0,0,1,Orthodox,180.34,185.42,170,22,,,,,,,,,,,,,,
Albert Tumenov,MALE,2015-01-24,0,2,0,14.0,0.353,0.0,0.3333,0.333,2,1,5,0,0,0,0,2,0,0,2,Orthodox,180.34,185.42,170,23,,,,,,,,,,,,,,
Albert Tumenov,MALE,2015-10-03,0,3,0,32.25,0.373,0.0,0.25,0.25,3,1,8,0,0,0,1,2,0,0,3,Orthodox,180.34,185.42,170,23,,,,,,,,,,,,,,
Albert Tumenov,MALE,2016-01-02,0,4,0,29.6,0.39,0.0,0.2,0.2,4,1,9,0,0,0,1,3,0,0,4,Orthodox,180.34,185.42,170,24,,,,,,,,,,,,,,
Albert Tumenov,MALE,2016-05-08,0,5,0,37.3333,0.39,0.0,0.1667,0.167,5,1,12,0,0,1,1,3,0,0,5,Orthodox,180.34,185.42,170,24,13.0,,,,,,,,13.0,,,,,
Albert Tumenov,MALE,2016-10-08,1,0,0,35.2857,0.414,0.0,0.1429,0.143,5,2,14,0,0,1,1,3,0,0,5,Orthodox,180.34,185.42,170,24,14.0,,,,,,,,14.0,,,,,
Alberto Mina,MALE,2014-08-23,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,195.58,170,32,,,,,,,,,,,,,,
Alberto Mina,MALE,2015-11-28,0,1,0,34.0,0.58,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,182.88,195.58,170,33,,,,,,,,,,,,,,
Alberto Mina,MALE,2016-07-07,0,2,0,51.5,0.515,0.0,1.0,0.065,2,0,4,0,0,1,0,1,0,0,2,Orthodox,182.88,195.58,170,34,,,,,,,,,,,,,,
Alberto Mina,MALE,2018-05-12,0,3,0,39.6667,0.467,0.0,1.3333,0.377,3,0,6,0,0,1,0,2,0,0,3,Orthodox,182.88,195.58,170,36,,,,,,,,,,,,,,
Alberto Uda,MALE,2016-05-29,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,195.58,185,31,,,,,,,,,,,,,,
Alberto Uda,MALE,2016-08-20,1,0,0,15.0,0.55,0.0,1.0,0.5,0,1,2,0,0,0,0,0,0,0,0,Orthodox,190.5,195.58,185,32,,,,,,,,,,,,,,
Alejandro Perez,MALE,2014-11-15,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,170.18,135,25,,,,,,,,,,,,,,
Alejandro Perez,MALE,2015-06-13,0,1,0,38.0,0.29,1.0,1.0,0.5,1,0,3,1,0,0,1,0,0,0,1,Orthodox,167.64,170.18,135,25,,,,,,,,,,,,,,
Alejandro Perez,MALE,2015-11-21,1,0,0,19.0,0.145,0.5,0.5,0.25,1,1,4,1,0,0,1,0,0,0,1,Orthodox,167.64,170.18,135,26,,,,,,,,,,,,,,
Alejandro Perez,MALE,2016-04-10,0,1,0,25.6667,0.237,0.3333,0.3333,0.167,1,1,6,1,0,0,1,1,0,0,2,Orthodox,167.64,170.18,135,26,,,,,,,,,,,,,,
Alejandro Perez,MALE,2017-08-05,1,0,0,37.2,0.356,0.2,0.4,0.166,2,2,10,1,0,0,1,2,0,0,3,Orthodox,167.64,170.18,135,27,,,,,,,,,,,,,,
Alejandro Perez,MALE,2017-12-09,0,1,0,38.3333,0.348,0.1667,0.5,0.165,2,2,13,1,0,1,1,2,0,0,4,Orthodox,167.64,170.18,135,28,,,,,,,,,,,,,,
Alejandro Perez,MALE,2018-04-14,0,2,0,37.8571,0.35,0.1429,0.4286,0.141,2,2,16,1,0,1,2,2,0,0,5,Orthodox,167.64,170.18,135,28,,,,,,,,,,,,,,
Alejandro Perez,MALE,2018-07-14,0,3,0,38.625,0.361,0.125,0.375,0.124,3,2,18,1,0,1,2,3,0,0,6,Orthodox,167.64,170.18,135,28,13.0,,,,,,,,,,,13.0,,
Alejandro Perez,MALE,2019-03-02,0,4,0,40.2222,0.348,0.1111,0.3333,0.11,4,2,21,1,0,1,3,3,0,0,7,Orthodox,167.64,170.18,135,29,13.0,,,,,,,,,,,13.0,,
Alejandro Perez,MALE,2019-07-06,1,0,1,3.52,0.35,0.1,0.52,0.2,4,2,24,0,0,1,3,3,0,0,7,Orthodox,167.64,170.18,135,29,14.0,,,,,,,,,,,14.0,,
Alejandro Perez,MALE,2021-10-02,2,0,1,3.45,0.35,0.4,0.61,0.23,4,3,25,0,0,1,3,3,0,0,7,Orthodox,167.64,165.1,145,32,,,,,,,,,,,,,,
Alejandro Perez,MALE,2022-02-26,0,1,1,3.45,0.35,0.3,0.54,0.22,4,3,27,1,0,1,3,3,1,0,8,Orthodox,167.64,170.18,135,32,,,,,,,,,,,,,,
Alekander Volkov,MALE,2019-11-09,1,0,0,,0.6,0.2,0.75,0.75,4,1,16,0,0,1,1,2,0,0,4,Orthodox,200.66,203.2,250,31,,,,,,,,,,,,,,
Aleksa Camur,MALE,2020-01-18,0,0,0,,0.66,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,205,24,,,,,,,,,,,,,,
Aleksa Camur,MALE,2020-09-26,0,1,0,5.96,0.53,0.0,0.72,0.5,1,0,3,0,0,0,1,0,0,0,1,Orthodox,185.42,187.96,205,25,,,,,,,,,,,,,,
Aleksa Camur,MALE,2021-06-19,1,0,0,4.78,0.59,0.0,0.59,0.25,2,1,8,0,0,0,1,1,0,0,2,Orthodox,185.42,187.96,205,25,,,,,,,,,,,,,,
Aleksa Camur,MALE,2023-08-05,2,0,0,4.73,0.57,0.0,0.46,0.22,2,2,11,0,0,0,1,1,0,0,2,Orthodox,185.42,187.96,205,27,,,,,,,,,,,,,,
Aleksandar Rakic,MALE,2017-09-02,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,193.04,198.12,205,25,,,,,,,,,,,,,,
Aleksandar Rakic,MALE,2018-07-22,0,1,0,46.0,0.3,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,193.04,198.12,205,26,,,,,,,,,,,,,,
Aleksandar Rakic,MALE,2018-12-08,0,2,0,75.0,0.51,0.0,1.5,0.375,2,0,6,0,0,0,2,0,0,0,2,Orthodox,193.04,198.12,205,26,,,,,,,,,,,,,,
Aleksandar Rakic,MALE,2019-06-01,0,3,0,60.3333,0.567,0.0,1.0,0.25,3,0,7,0,0,0,2,1,0,0,3,Orthodox,193.04,198.12,205,27,,,,,,,,,,,,,,
Aleksandar Rakic,MALE,2019-12-21,0,4,0,,0.529,0.0,1.29,0.6,4,0,8,0,0,0,2,2,0,0,4,Orthodox,193.04,198.12,205,27,10.0,,,,,,10.0,,,,,,,
Aleksandar Rakic,MALE,2020-08-29,1,0,0,5.17,0.52,0.3,1.2,0.28,4,1,11,0,0,0,2,2,0,0,4,Orthodox,193.04,198.12,205,28,9.0,,,,,,9.0,,,,,,,
Aleksandar Rakic,MALE,2021-03-06,0,1,0,4.23,0.52,0.2,0.75,0.25,4,1,14,0,0,0,3,2,0,0,5,Orthodox,193.04,198.12,205,29,4.0,,,,,,4.0,,,,,,,
Aleksandar Rakic,MALE,2022-05-14,0,2,0,4.26,0.5,0.1,0.76,0.25,4,1,17,0,0,0,4,2,0,0,6,Orthodox,193.04,198.12,205,30,,,,,,,,,,,,,,
Aleksandar Rakic,MALE,2024-04-13,1,0,0,4.26,0.5,0.1,0.76,0.25,4,2,20,0,0,0,4,2,0,0,6,Orthodox,193.04,198.12,205,32,,,,,,,,,,,,,,
Aleksandar Rakic,MALE,2024-10-26,2,0,0,4.16,0.5,0.1,0.66,0.23,4,3,22,0,0,0,4,2,0,0,6,Orthodox,193.04,198.12,205,32,,,,,,,,,,,,,,
Aleksei Kunchenko,MALE,2018-09-15,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,170,34,,,,,,,,,,,,,,
Aleksei Kunchenko,MALE,2018-12-01,0,1,0,44.0,0.28,0.0,1.0,0.5,1,0,3,0,0,0,1,0,0,0,1,Orthodox,172.72,177.8,170,34,,,,,,,,,,,,,,
Aleksei Kunchenko,MALE,2019-08-10,0,2,0,3.62,0.42,0.0,0.33,0.33,2,0,6,0,0,0,2,0,0,0,2,Orthodox,172.72,177.8,170,35,,,,,,,,,,,,,,
Aleksei Kunchenko,MALE,2020-03-14,1,0,0,3.62,0.42,0.0,0.33,0.33,2,1,9,0,0,0,2,0,0,0,2,Orthodox,172.72,177.8,170,35,,,,,,,,,,,,,,
Aleksei Oleinik,MALE,2014-06-28,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,203.2,240,37,,,,,,,,,,,,,,
Aleksei Oleinik,MALE,2014-11-22,0,1,0,10.0,0.45,1.0,1.0,0.25,1,0,1,0,0,0,0,0,1,0,1,Orthodox,187.96,203.2,240,37,,,,,,,,,,,,,,
Aleksei Oleinik,MALE,2016-07-13,0,2,0,11.5,0.53,0.5,0.5,0.125,2,0,2,0,0,0,0,1,1,0,2,Orthodox,187.96,203.2,240,39,,,,,,,,,,,,,,
Aleksei Oleinik,MALE,2017-01-15,1,0,0,10.3333,0.447,1.0,1.6667,0.273,2,1,5,0,0,0,0,1,1,0,2,Orthodox,187.96,203.2,240,39,,,,,,,,,,,,,,
Aleksei Oleinik,MALE,2017-07-08,0,1,0,9.5,0.45,1.0,1.25,0.205,2,1,6,0,0,0,0,1,2,0,3,Orthodox,187.96,203.2,240,40,14.0,,,,,14.0,,,,,,,,
Aleksei Oleinik,MALE,2017-11-04,0,2,0,18.2,0.484,1.2,1.6,0.314,2,1,8,0,0,0,0,1,3,0,4,Orthodox,187.96,203.2,240,40,9.0,,,,,9.0,,,,,,,,
Aleksei Oleinik,MALE,2018-05-12,1,0,0,20.8333,0.487,1.0,1.3333,0.262,2,2,10,0,0,0,0,1,3,0,4,Orthodox,187.96,203.2,240,40,10.0,,,,,10.0,,,,,,,,
Aleksei Oleinik,MALE,2018-09-15,0,1,0,19.2857,0.5,1.0,1.1429,0.224,2,2,11,0,0,0,0,1,4,0,5,Orthodox,187.96,203.2,240,41,11.0,,,,,11.0,,,,,,,,
Aleksei Oleinik,MALE,2019-04-20,0,2,0,17.25,0.451,1.0,1.125,0.221,2,2,12,0,0,0,0,1,5,0,6,Orthodox,187.96,203.2,240,41,9.0,,,,,9.0,,,,,,,,
Aleksei Oleinik,MALE,2019-07-20,1,0,0,3.08,0.5,2.8,3.01,0.46,2,3,13,0,0,0,0,1,5,0,6,Orthodox,187.96,203.2,240,42,9.0,,,,,9.0,,,,,,,,
Aleksei Oleinik,MALE,2020-01-18,2,0,0,,0.51,2.4,2.69,0.39,2,4,14,0,0,0,0,1,5,0,6,Orthodox,187.96,203.2,240,42,12.0,,,,,12.0,,,,,,,,
Aleksei Oleinik,MALE,2020-05-09,0,1,0,3.08,0.5,2.8,3.01,0.46,2,4,16,0,0,0,0,1,6,0,7,Orthodox,187.96,203.2,240,42,12.0,,,,,12.0,,,,,,,,
Aleksei Oleinik,MALE,2020-08-08,0,2,0,3.72,0.5,2.2,2.41,0.46,2,4,19,0,0,1,0,1,6,0,8,Orthodox,187.96,203.2,240,43,10.0,,,,,10.0,,,,,,,,
Aleksei Oleinik,MALE,2021-02-20,2,0,0,3.47,0.5,2.4,2.38,0.46,2,6,5,0,0,0,0,0,0,0,8,Orthodox,187.96,203.2,240,43,,,,,,,,,,,,,,
Aleksei Oleinik,MALE,2021-06-19,2,0,0,3.55,0.5,2.2,2.16,0.46,2,6,22,0,0,1,0,1,6,0,8,Orthodox,187.96,203.2,240,43,15.0,,,,,15.0,,,,,,,,
Aleksei Oleinik,MALE,2022-04-09,3,0,0,3.29,0.48,1.9,1.82,0.46,2,7,25,0,0,1,0,1,6,0,8,Orthodox,187.96,203.2,240,44,,,,,,,,,,,,,,
Aleksei Oleinik,MALE,2022-10-01,0,1,0,3.29,0.48,1.9,1.82,0.46,2,7,26,0,0,1,0,1,7,0,9,Orthodox,187.96,203.2,240,45,,,,,,,,,,,,,,
Alen Amedovski,MALE,2019-04-20,0,0,0,,0.28,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,185,31,,,,,,,,,,,,,,
Alen Amedovski,MALE,2019-09-28,0,1,0,0.52,0.28,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,185,31,,,,,,,,,,,,,,
Alen Amedovski,MALE,2022-05-21,2,0,0,0.99,0.3,0.0,0.0,0.0,0,2,4,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,185,34,,,,,,,,,,,,,,
Alen Amedovski,MALE,2022-09-17,3,0,0,0.99,0.3,0.0,0.0,0.0,0,3,5,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,185,34,,,,,,,,,,,,,,
Alessandro Costa,MALE,2022-12-17,0,1,0,4.14,0.47,0.0,0.27,0.12,1,0,3,0,0,1,0,0,0,0,1,Orthodox,162.56,170.18,125,26,,,,,,,,,,,,,,
Alessandro Costa,MALE,2023-06-17,1,0,0,4.14,0.47,0.0,0.27,0.12,1,1,6,0,0,1,0,0,0,0,1,Orthodox,162.56,170.18,125,27,,,,,,,,,,,,,,
Alessandro Costa,MALE,2023-11-11,0,1,0,4.14,0.47,0.0,0.27,0.12,1,1,8,0,0,1,0,1,0,0,2,Orthodox,162.56,170.18,125,27,,,,,,,,,,,,,,
Alessandro Costa,MALE,2024-05-04,1,0,0,4.14,0.47,0.0,0.27,0.12,1,2,11,0,0,1,0,1,0,0,2,Orthodox,162.56,170.18,125,28,,,,,,,,,,,,,,
Alessandro Ricci,MALE,2016-08-27,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,175.26,155,34,,,,,,,,,,,,,,
Alessandro Ricci,MALE,2017-02-19,1,0,0,28.0,0.46,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,180.34,175.26,155,34,,,,,,,,,,,,,,
Alessio Di Chirico,MALE,2016-04-10,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,185,26,,,,,,,,,,,,,,
Alessio Di Chirico,MALE,2016-08-27,1,0,0,65.0,0.43,0.0,2.0,0.66,0,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,185,26,,,,,,,,,,,,,,
Alessio Di Chirico,MALE,2017-01-28,0,1,0,63.0,0.435,0.0,2.0,0.495,1,1,6,0,0,1,0,0,0,0,1,Orthodox,182.88,187.96,185,27,,,,,,,,,,,,,,
Alessio Di Chirico,MALE,2017-12-16,1,0,0,42.3333,0.457,0.0,1.3333,0.33,1,2,7,0,0,1,0,0,0,0,1,Orthodox,182.88,187.96,185,28,,,,,,,,,,,,,,
Alessio Di Chirico,MALE,2018-07-06,0,1,0,33.25,0.383,0.0,1.25,0.498,1,2,9,0,0,1,0,1,0,0,2,Orthodox,182.88,187.96,185,28,,,,,,,,,,,,,,
Alessio Di Chirico,MALE,2019-06-22,0,2,0,3.2,0.42,0.0,1.95,0.5,2,2,12,0,0,2,0,1,0,0,3,Orthodox,182.88,187.96,185,29,,,,,,,,,,,,,,
Alessio Di Chirico,MALE,2019-09-28,1,0,0,3.2,0.42,0.0,1.95,0.5,2,3,15,0,0,2,0,1,0,0,3,Orthodox,182.88,187.96,185,29,,,,,,,,,,,,,,
Alessio Di Chirico,MALE,2020-08-29,2,0,0,3.2,0.42,0.0,1.95,0.5,2,4,18,0,0,2,0,1,0,0,3,Orthodox,182.88,187.96,185,30,,,,,,,,,,,,,,
Alessio Di Chirico,MALE,2021-01-16,3,0,0,3.25,0.4,0.0,1.66,0.45,2,5,21,0,0,2,0,1,0,0,3,Orthodox,182.88,187.96,185,31,,,,,,,,,,,,,,
Alessio Di Chirico,MALE,2021-08-28,0,1,0,3.3,0.41,0.0,1.62,0.45,2,5,22,0,0,2,0,2,0,0,4,Orthodox,182.88,187.96,185,31,,,,,,,,,,,,,,
Alessio Di Chirico,MALE,2022-09-03,1,0,0,3.32,0.39,0.0,1.46,0.39,2,6,23,0,0,2,0,2,0,0,4,Orthodox,182.88,187.96,185,32,,,,,,,,,,,,,,
Alessio Sakara,MALE,2010-03-21,0,2,0,20.8,0.455,0.0,1.0,0.15,2,5,15,0,0,1,1,3,0,0,5,Orthodox,182.88,182.88,185,28,,,,,,,,,,,,,,
Alessio Sakara,MALE,2011-03-03,0,3,0,20.0909,0.454,0.0,0.9091,0.136,3,5,16,0,0,1,1,4,0,0,6,Orthodox,182.88,182.88,185,29,,,,,,,,,,,,,,
